typesId,pokemonId,typeName,slot,createdAt,updatedAt
649,441,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
650,442,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
651,442,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
652,443,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
653,443,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
654,444,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
655,444,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
656,445,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
657,445,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
658,446,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
659,447,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
660,448,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
661,448,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
662,449,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
663,450,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
664,451,poison,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
665,451,bug,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
666,452,poison,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
667,452,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
668,453,poison,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
669,453,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
670,454,poison,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
671,454,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
672,455,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
673,456,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
674,457,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
675,458,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
676,458,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
677,459,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
678,459,ice,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
679,460,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
680,460,ice,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
681,461,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
682,461,ice,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
683,462,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
684,462,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
685,463,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
686,464,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
687,464,rock,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
688,465,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
689,466,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
690,467,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
691,468,fairy,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
692,468,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
693,469,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
694,469,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
695,470,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
696,471,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
697,472,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
698,472,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
699,473,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
700,473,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
701,474,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
702,475,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
703,475,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
704,476,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
705,476,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
706,477,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
707,478,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
708,478,ghost,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
709,479,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
710,479,ghost,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
711,480,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
712,481,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
713,482,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
714,483,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
715,483,dragon,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
716,484,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
717,484,dragon,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
718,485,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
719,485,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
720,486,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
721,487,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
722,487,dragon,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
723,488,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
724,489,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
725,490,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
726,491,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
727,492,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
728,493,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
729,494,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
730,494,fire,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
731,495,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
732,496,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
733,497,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
734,498,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
735,499,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
736,499,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
737,500,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
738,500,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
739,501,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
740,502,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
741,503,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
742,504,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
743,505,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
744,506,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
745,507,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
746,508,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
747,509,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
748,510,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
749,511,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
750,512,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
751,513,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
752,514,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
753,515,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
754,516,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
755,517,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
756,518,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
757,519,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
758,519,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
759,520,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
760,520,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
761,521,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
762,521,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
763,522,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
764,523,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
765,524,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
766,525,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
767,526,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
768,527,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
769,527,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
770,528,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
771,528,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
772,529,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
773,530,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
774,530,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
775,531,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
776,532,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
777,533,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
778,534,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
779,535,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
780,536,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
781,536,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
782,537,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
783,537,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
784,538,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
785,539,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
786,540,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
787,540,grass,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
788,541,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
789,541,grass,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
790,542,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
791,542,grass,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
792,543,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
793,543,poison,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
794,544,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
795,544,poison,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
796,545,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
797,545,poison,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
798,546,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
799,546,fairy,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
800,547,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
801,547,fairy,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
802,548,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
803,549,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
804,550,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
805,551,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
806,551,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
807,552,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
808,552,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
809,553,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
810,553,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
811,554,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
812,555,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
813,556,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
814,557,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
815,557,rock,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
816,558,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
817,558,rock,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
818,559,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
819,559,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
820,560,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
821,560,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
822,561,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
823,561,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
824,562,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
825,563,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
826,564,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
827,564,rock,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
828,565,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
829,565,rock,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
830,566,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
831,566,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
832,567,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
833,567,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
834,568,poison,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
835,569,poison,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
836,570,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
837,571,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
838,572,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
839,573,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
840,574,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
841,575,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
842,576,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
843,577,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
844,578,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
845,579,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
846,580,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
847,580,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
848,581,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
849,581,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
850,582,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
851,583,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
852,584,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
853,585,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
854,585,grass,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
855,586,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
856,586,grass,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
857,587,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
858,587,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
859,588,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
860,589,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
861,589,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
862,590,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
863,590,poison,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
864,591,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
865,591,poison,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
866,592,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
867,592,ghost,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
868,593,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
869,593,ghost,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
870,594,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
871,595,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
872,595,electric,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
873,596,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
874,596,electric,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
875,597,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
876,597,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
877,598,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
878,598,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
879,599,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
880,600,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
881,601,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
882,602,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
883,603,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
884,604,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
885,605,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
886,606,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
887,607,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
888,607,fire,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
889,608,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
890,608,fire,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
891,609,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
892,609,fire,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
893,610,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
894,611,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
895,612,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
896,613,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
897,614,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
898,615,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
899,616,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
900,617,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
901,618,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
902,618,electric,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
903,619,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
904,620,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
905,621,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
906,622,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
907,622,ghost,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
908,623,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
909,623,ghost,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
910,624,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
911,624,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
912,625,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
913,625,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
914,626,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
915,627,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
916,627,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
917,628,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
918,628,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
919,629,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
920,629,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
921,630,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
922,630,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
923,631,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
924,632,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
925,632,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
926,633,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
927,633,dragon,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
928,634,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
929,634,dragon,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
930,635,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
931,635,dragon,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
932,636,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
933,636,fire,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
934,637,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
935,637,fire,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
936,638,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
937,638,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
938,639,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
939,639,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
940,640,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
941,640,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
942,641,flying,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
943,642,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
944,642,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
945,643,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
946,643,fire,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
947,644,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
948,644,electric,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
949,645,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
950,645,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
951,646,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
952,646,ice,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
953,647,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
954,647,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
955,648,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
956,648,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
957,649,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
958,649,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
959,650,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
960,651,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
961,652,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
962,652,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
963,653,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
964,654,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
965,655,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
966,655,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
967,656,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
968,657,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
969,658,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
970,658,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
971,659,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
