statsId,pokemonId,statName,baseStat,effort,createdAt,updatedAt
3014,503,attack,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3015,503,defense,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3016,503,special-attack,108,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3017,503,special-defense,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3018,503,speed,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3019,504,hp,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3020,504,attack,55,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3021,504,defense,39,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3022,504,special-attack,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3023,504,special-defense,39,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3024,504,speed,42,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3025,505,hp,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3026,505,attack,85,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3027,505,defense,69,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3028,505,special-attack,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3029,505,special-defense,69,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3030,505,speed,77,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3031,506,hp,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3032,506,attack,60,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3033,506,defense,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3034,506,special-attack,25,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3035,506,special-defense,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3036,506,speed,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3037,507,hp,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3038,507,attack,80,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3039,507,defense,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3040,507,special-attack,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3041,507,special-defense,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3042,507,speed,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3043,508,hp,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3044,508,attack,110,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3045,508,defense,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3046,508,special-attack,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3047,508,special-defense,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3048,508,speed,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3049,509,hp,41,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3050,509,attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3051,509,defense,37,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3052,509,special-attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3053,509,special-defense,37,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3054,509,speed,66,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3055,510,hp,64,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3056,510,attack,88,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3057,510,defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3058,510,special-attack,88,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3059,510,special-defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3060,510,speed,106,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3061,511,hp,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3062,511,attack,53,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3063,511,defense,48,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3064,511,special-attack,53,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3065,511,special-defense,48,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3066,511,speed,64,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3067,512,hp,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3068,512,attack,98,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3069,512,defense,63,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3070,512,special-attack,98,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3071,512,special-defense,63,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3072,512,speed,101,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3073,513,hp,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3074,513,attack,53,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3075,513,defense,48,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3076,513,special-attack,53,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3077,513,special-defense,48,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3078,513,speed,64,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3079,514,hp,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3080,514,attack,98,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3081,514,defense,63,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3082,514,special-attack,98,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3083,514,special-defense,63,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3084,514,speed,101,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3085,515,hp,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3086,515,attack,53,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3087,515,defense,48,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3088,515,special-attack,53,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3089,515,special-defense,48,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3090,515,speed,64,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3091,516,hp,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3092,516,attack,98,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3093,516,defense,63,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3094,516,special-attack,98,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3095,516,special-defense,63,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3096,516,speed,101,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3097,517,hp,76,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3098,517,attack,25,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3099,517,defense,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3100,517,special-attack,67,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3101,517,special-defense,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3102,517,speed,24,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3103,518,hp,116,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3104,518,attack,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3105,518,defense,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3106,518,special-attack,107,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3107,518,special-defense,95,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3108,518,speed,29,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3109,519,hp,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3110,519,attack,55,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3111,519,defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3112,519,special-attack,36,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3113,519,special-defense,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3114,519,speed,43,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3115,520,hp,62,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3116,520,attack,77,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3117,520,defense,62,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3118,520,special-attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3119,520,special-defense,42,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3120,520,speed,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3121,521,hp,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3122,521,attack,115,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3123,521,defense,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3124,521,special-attack,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3125,521,special-defense,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3126,521,speed,93,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3127,522,hp,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3128,522,attack,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3129,522,defense,32,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3130,522,special-attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3131,522,special-defense,32,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3132,522,speed,76,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3133,523,hp,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3134,523,attack,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3135,523,defense,63,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3136,523,special-attack,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3137,523,special-defense,63,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3138,523,speed,116,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3139,524,hp,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3140,524,attack,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3141,524,defense,85,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3142,524,special-attack,25,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3143,524,special-defense,25,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3144,524,speed,15,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3145,525,hp,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3146,525,attack,105,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3147,525,defense,105,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3148,525,special-attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3149,525,special-defense,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3150,525,speed,20,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3151,526,hp,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3152,526,attack,135,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3153,526,defense,130,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3154,526,special-attack,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3155,526,special-defense,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3156,526,speed,25,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3157,527,hp,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3158,527,attack,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3159,527,defense,43,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3160,527,special-attack,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3161,527,special-defense,43,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3162,527,speed,72,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3163,528,hp,67,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3164,528,attack,57,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3165,528,defense,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3166,528,special-attack,77,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3167,528,special-defense,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3168,528,speed,114,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3169,529,hp,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3170,529,attack,85,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3171,529,defense,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3172,529,special-attack,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3173,529,special-defense,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3174,529,speed,68,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3175,530,hp,110,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3176,530,attack,135,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3177,530,defense,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3178,530,special-attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3179,530,special-defense,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3180,530,speed,88,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3181,531,hp,103,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3182,531,attack,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3183,531,defense,86,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3184,531,special-attack,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3185,531,special-defense,86,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3186,531,speed,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3187,532,hp,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3188,532,attack,80,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3189,532,defense,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3190,532,special-attack,25,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3191,532,special-defense,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3192,532,speed,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3193,533,hp,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3194,533,attack,105,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3195,533,defense,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3196,533,special-attack,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3197,533,special-defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3198,533,speed,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3199,534,hp,105,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3200,534,attack,140,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3201,534,defense,95,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3202,534,special-attack,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3203,534,special-defense,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3204,534,speed,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3205,535,hp,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3206,535,attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3207,535,defense,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3208,535,special-attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3209,535,special-defense,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3210,535,speed,64,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3211,536,hp,75,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3212,536,attack,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3213,536,defense,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3214,536,special-attack,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3215,536,special-defense,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3216,536,speed,69,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3217,537,hp,105,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3218,537,attack,95,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3219,537,defense,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3220,537,special-attack,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3221,537,special-defense,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3222,537,speed,74,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3223,538,hp,120,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3224,538,attack,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3225,538,defense,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3226,538,special-attack,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3227,538,special-defense,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3228,538,speed,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3229,539,hp,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3230,539,attack,125,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3231,539,defense,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3232,539,special-attack,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3233,539,special-defense,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3234,539,speed,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3235,540,hp,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3236,540,attack,53,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3237,540,defense,70,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3238,540,special-attack,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3239,540,special-defense,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3240,540,speed,42,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3241,541,hp,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3242,541,attack,63,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3243,541,defense,90,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3244,541,special-attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3245,541,special-defense,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3246,541,speed,42,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3247,542,hp,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3248,542,attack,103,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3249,542,defense,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3250,542,special-attack,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3251,542,special-defense,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3252,542,speed,92,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3253,543,hp,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3254,543,attack,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3255,543,defense,59,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3256,543,special-attack,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3257,543,special-defense,39,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3258,543,speed,57,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3259,544,hp,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3260,544,attack,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3261,544,defense,99,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3262,544,special-attack,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3263,544,special-defense,79,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3264,544,speed,47,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3265,545,hp,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3266,545,attack,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3267,545,defense,89,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3268,545,special-attack,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3269,545,special-defense,69,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3270,545,speed,112,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3271,546,hp,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3272,546,attack,27,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3273,546,defense,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3274,546,special-attack,37,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3275,546,special-defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3276,546,speed,66,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3277,547,hp,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3278,547,attack,67,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3279,547,defense,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3280,547,special-attack,77,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3281,547,special-defense,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3282,547,speed,116,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3283,548,hp,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3284,548,attack,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3285,548,defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3286,548,special-attack,70,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3287,548,special-defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3288,548,speed,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3289,549,hp,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3290,549,attack,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3291,549,defense,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3292,549,special-attack,110,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3293,549,special-defense,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3294,549,speed,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3295,550,hp,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3296,550,attack,92,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3297,550,defense,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3298,550,special-attack,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3299,550,special-defense,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3300,550,speed,98,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3301,551,hp,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3302,551,attack,72,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3303,551,defense,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3304,551,special-attack,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3305,551,special-defense,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3306,551,speed,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3307,552,hp,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3308,552,attack,82,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3309,552,defense,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3310,552,special-attack,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3311,552,special-defense,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
3312,552,speed,74,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
