id,moveId,moveName,power,pp,accuracy,priority,targetName,createdAt,updatedAt
485,485,synchronoise,120,10,100,0,all-other-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
486,486,electro-ball,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
487,487,soak,,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
488,488,flame-charge,50,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
489,489,coil,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
490,490,low-sweep,65,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
491,491,acid-spray,40,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
492,492,foul-play,95,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
493,493,simple-beam,,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
494,494,entrainment,,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
495,495,after-you,,15,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
496,496,round,60,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
497,497,echoed-voice,40,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
498,498,chip-away,70,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
499,499,clear-smog,50,15,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
500,500,stored-power,20,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
501,501,quick-guard,,15,,3,users-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
502,502,ally-switch,,15,,2,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
503,503,scald,80,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
504,504,shell-smash,,15,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
505,505,heal-pulse,,10,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
506,506,hex,65,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
507,507,sky-drop,60,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
508,508,shift-gear,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
509,509,circle-throw,60,10,90,-6,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
510,510,incinerate,60,15,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
511,511,quash,,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
512,512,acrobatics,55,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
513,513,reflect-type,,15,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
514,514,retaliate,70,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
515,515,final-gambit,,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
516,516,bestow,,15,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
517,517,inferno,100,5,50,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
518,518,water-pledge,80,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
519,519,fire-pledge,80,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
520,520,grass-pledge,80,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
521,521,volt-switch,70,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
522,522,struggle-bug,50,20,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
523,523,bulldoze,60,20,100,0,all-other-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
524,524,frost-breath,60,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
525,525,dragon-tail,60,10,90,-6,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
526,526,work-up,,30,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
527,527,electroweb,55,15,95,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
528,528,wild-charge,90,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
529,529,drill-run,80,10,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
530,530,dual-chop,40,15,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
531,531,heart-stamp,60,25,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
532,532,horn-leech,75,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
533,533,sacred-sword,90,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
534,534,razor-shell,75,10,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
535,535,heat-crash,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
536,536,leaf-tornado,65,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
537,537,steamroller,65,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
538,538,cotton-guard,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
539,539,night-daze,85,10,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
540,540,psystrike,100,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
541,541,tail-slap,25,10,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
542,542,hurricane,110,10,70,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
543,543,head-charge,120,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
544,544,gear-grind,50,15,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
545,545,searing-shot,100,5,100,0,all-other-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
546,546,techno-blast,120,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
547,547,relic-song,75,10,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
548,548,secret-sword,85,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
549,549,glaciate,65,10,95,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
550,550,bolt-strike,130,5,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
551,551,blue-flare,130,5,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
552,552,fiery-dance,80,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
553,553,freeze-shock,140,5,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
554,554,ice-burn,140,5,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
555,555,snarl,55,15,95,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
556,556,icicle-crash,85,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
557,557,v-create,180,5,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
558,558,fusion-flare,100,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
559,559,fusion-bolt,100,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
560,560,flying-press,100,10,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
561,561,mat-block,,10,,0,users-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
562,562,belch,120,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
563,563,rototiller,,10,,0,all-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
564,564,sticky-web,,20,,0,opponents-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
565,565,fell-stinger,50,25,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
566,566,phantom-force,90,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
567,567,trick-or-treat,,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
568,568,noble-roar,,30,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
569,569,ion-deluge,,25,,1,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
570,570,parabolic-charge,65,20,100,0,all-other-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
571,571,forests-curse,,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
572,572,petal-blizzard,90,15,100,0,all-other-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
573,573,freeze-dry,70,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
574,574,disarming-voice,40,15,,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
575,575,parting-shot,,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
576,576,topsy-turvy,,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
577,577,draining-kiss,50,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
578,578,crafty-shield,,10,,3,users-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
579,579,flower-shield,,10,,0,all-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
580,580,grassy-terrain,,10,,0,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
581,581,misty-terrain,,10,,0,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
582,582,electrify,,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
583,583,play-rough,90,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
584,584,fairy-wind,40,30,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
585,585,moonblast,95,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
586,586,boomburst,140,10,100,0,all-other-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
587,587,fairy-lock,,10,,0,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
588,588,kings-shield,,10,,4,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
589,589,play-nice,,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
590,590,confide,,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
591,591,diamond-storm,100,5,95,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
592,592,steam-eruption,110,5,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
593,593,hyperspace-hole,80,5,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
594,594,water-shuriken,15,20,100,1,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
595,595,mystical-fire,75,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
596,596,spiky-shield,,10,,4,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
597,597,aromatic-mist,,20,,0,ally,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
598,598,eerie-impulse,,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
599,599,venom-drench,,20,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
600,600,powder,,20,100,1,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
601,601,geomancy,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
602,602,magnetic-flux,,20,,0,user-and-allies,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
603,603,happy-hour,,30,,0,users-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
604,604,electric-terrain,,10,,0,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
605,605,dazzling-gleam,80,10,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
606,606,celebrate,,40,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
607,607,hold-hands,,40,,0,ally,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
608,608,baby-doll-eyes,,30,100,1,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
609,609,nuzzle,20,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
610,610,hold-back,40,40,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
611,611,infestation,20,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
612,612,power-up-punch,40,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
613,613,oblivion-wing,80,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
614,614,thousand-arrows,90,10,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
615,615,thousand-waves,90,10,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
616,616,lands-wrath,90,10,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
617,617,light-of-ruin,140,5,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
618,618,origin-pulse,110,10,85,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
619,619,precipice-blades,120,10,85,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
620,620,dragon-ascent,120,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
621,621,hyperspace-fury,100,5,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
622,622,breakneck-blitz--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
623,623,breakneck-blitz--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
624,624,all-out-pummeling--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
625,625,all-out-pummeling--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
626,626,supersonic-skystrike--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
627,627,supersonic-skystrike--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
628,628,acid-downpour--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
629,629,acid-downpour--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
630,630,tectonic-rage--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
631,631,tectonic-rage--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
632,632,continental-crush--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
633,633,continental-crush--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
634,634,savage-spin-out--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
635,635,savage-spin-out--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
636,636,never-ending-nightmare--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
637,637,never-ending-nightmare--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
638,638,corkscrew-crash--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
639,639,corkscrew-crash--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
640,640,inferno-overdrive--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
641,641,inferno-overdrive--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
642,642,hydro-vortex--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
643,643,hydro-vortex--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
644,644,bloom-doom--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
645,645,bloom-doom--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
646,646,gigavolt-havoc--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
647,647,gigavolt-havoc--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
648,648,shattered-psyche--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
649,649,shattered-psyche--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
650,650,subzero-slammer--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
651,651,subzero-slammer--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
652,652,devastating-drake--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
653,653,devastating-drake--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
654,654,black-hole-eclipse--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
655,655,black-hole-eclipse--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
656,656,twinkle-tackle--physical,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
657,657,twinkle-tackle--special,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
658,658,catastropika,210,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
659,659,shore-up,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
660,660,first-impression,90,10,100,2,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
661,661,baneful-bunker,,10,,4,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
662,662,spirit-shackle,80,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
663,663,darkest-lariat,85,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
664,664,sparkling-aria,90,10,100,0,all-other-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
665,665,ice-hammer,100,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
666,666,floral-healing,,10,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
667,667,high-horsepower,95,10,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
668,668,strength-sap,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
669,669,solar-blade,125,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
670,670,leafage,40,40,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
671,671,spotlight,,15,,3,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
672,672,toxic-thread,,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
673,673,laser-focus,,30,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
674,674,gear-up,,20,,0,user-and-allies,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
675,675,throat-chop,80,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
676,676,pollen-puff,90,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
677,677,anchor-shot,80,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
678,678,psychic-terrain,,10,,0,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
679,679,lunge,80,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
680,680,fire-lash,80,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
681,681,power-trip,20,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
682,682,burn-up,130,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
683,683,speed-swap,,10,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
684,684,smart-strike,70,10,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
685,685,purify,,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
686,686,revelation-dance,90,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
687,687,core-enforcer,100,10,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
688,688,trop-kick,70,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
689,689,instruct,,15,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
690,690,beak-blast,100,15,100,-3,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
691,691,clanging-scales,110,5,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
692,692,dragon-hammer,90,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
693,693,brutal-swing,60,20,100,0,all-other-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
694,694,aurora-veil,,20,,0,users-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
695,695,sinister-arrow-raid,180,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
696,696,malicious-moonsault,180,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
697,697,oceanic-operetta,195,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
698,698,guardian-of-alola,,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
699,699,soul-stealing-7-star-strike,195,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
700,700,stoked-sparksurfer,175,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
701,701,pulverizing-pancake,210,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
702,702,extreme-evoboost,,1,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
703,703,genesis-supernova,185,1,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
704,704,shell-trap,150,5,100,-3,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
705,705,fleur-cannon,130,5,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
706,706,psychic-fangs,85,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
707,707,stomping-tantrum,75,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
708,708,shadow-bone,85,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
709,709,accelerock,40,20,100,1,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
710,710,liquidation,85,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
711,711,prismatic-laser,160,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
712,712,spectral-thief,90,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
713,713,sunsteel-strike,100,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
714,714,moongeist-beam,100,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
715,715,tearful-look,,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
716,716,zing-zap,80,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
717,717,natures-madness,,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
718,718,multi-attack,120,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
